source_row_number,legajo_canonico,row_kind,raw_ubicacion,raw_concesion,raw_manzana,raw_parcela,source_component_profile,source_component_count,source_ncp_derived,source_ncp_derivation_status,match_method,match_count,confidence,reason,parcela_id,ncp,ncp_formatted,ncp_format_status,sec,gru,nmanz,nparc,lon,lat,auto_lon,auto_lat,geolocation_source,admin_override_reason,admin_override_updated_at,postal_address_available,cadastral_reference_available,dual_verification_ready,address_query,address_geocode_status,address_match_name,address_lon,address_lat,address_vs_auto_cadastral_distance_m,address_vs_cadastral_distance_m,auto_location_verification_status,location_verification_status
15,12,detail,Urbana 2,"33,131",,2,gru+parc,2,,no_unique_parcel_inference,none,0,low,no_cadastral_match,,,,missing_components,,,,,,,,,automatic,,,yes,yes,no,"Urbana 2, Colón",no_ign_match,,,,,,missing_both_points,missing_both_points
16,13,detail,Centro,156,,50,gru+parc,2,,no_unique_parcel_inference,none,0,low,no_cadastral_match,,,,missing_components,,,,,,,,,automatic,,,yes,yes,no,"Centro, Colón",no_ign_match,,,,,,missing_both_points,missing_both_points
17,14,detail,Centro,"4,586",,188,gru+parc,2,,no_unique_parcel_inference,none,0,low,no_cadastral_match,,,,missing_components,,,,,,,,,automatic,,,yes,yes,no,"Centro, Colón",no_ign_match,,,,,,missing_both_points,missing_both_points
18,15,detail,Residencial Norte,"4,746",,68,gru+parc,2,,no_unique_parcel_inference,none,0,low,no_cadastral_match,,,,missing_components,,,,,,,,,automatic,,,yes,yes,no,"Residencial Norte, Colón",no_ign_match,,,,,,missing_both_points,missing_both_points
19,16,detail,Urbana,"6,252",,209,gru+parc,2,,no_unique_parcel_inference,none,0,low,no_cadastral_match,,,,missing_components,,,,,,,,,automatic,,,yes,yes,no,"Urbana, Colón",no_ign_match,,,,,,missing_both_points,missing_both_points
20,17,detail,Ampliación Turística Norte,"33,981",,,gru,1,,no_unique_parcel_inference,none,0,low,no_cadastral_match,,,,missing_components,,,,,,,,,automatic,,,yes,yes,no,"Ampliación Turística Norte, Colón",no_ign_match,,,,,,missing_both_points,missing_both_points
21,18,detail,Residencial Sur,"2,786",,690,gru+parc,2,,no_unique_parcel_inference,none,0,low,no_cadastral_match,,,,missing_components,,,,,,,,,automatic,,,yes,yes,no,"Residencial Sur, Colón",no_ign_match,,,,,,missing_both_points,missing_both_points
22,19,detail,Urbana 2,"31,378",,,gru,1,,no_unique_parcel_inference,none,0,low,no_cadastral_match,,,,missing_components,,,,,,,,,automatic,,,yes,yes,no,"Urbana 2, Colón",no_ign_match,,,,,,missing_both_points,missing_both_points
23,20,detail,Urbana,"10,084",,280,gru+parc,2,,no_unique_parcel_inference,none,0,low,no_cadastral_match,,,,missing_components,,,,,,,,,automatic,,,yes,yes,no,"Urbana, Colón",no_ign_match,,,,,,missing_both_points,missing_both_points
24,21,detail,Urbana,"8,460",,668,gru+parc,2,,no_unique_parcel_inference,none,0,low,no_cadastral_match,,,,missing_components,,,,,,,,,automatic,,,yes,yes,no,"Urbana, Colón",no_ign_match,,,,,,missing_both_points,missing_both_points
25,22,detail,Urbana,"4,985",,118,gru+parc,2,,no_unique_parcel_inference,none,0,low,no_cadastral_match,,,,missing_components,,,,,,,,,automatic,,,yes,yes,no,"Urbana, Colón",no_ign_match,,,,,,missing_both_points,missing_both_points
26,23,detail,Ampliación Turística Sur,"34,005",,2,gru+parc,2,,ambiguous_source_components,gru_parc,4,low,ambiguous_match_by_gru_parc,32916,0100011010340352--002--,0100011010340352--002--,matches_source_ncp,101,34,352,2,-58.15934671,-32.22562367,-58.15934671,-32.22562367,automatic,,,yes,yes,no,"Ampliación Turística Sur, Colón",no_ign_match,,,,,,missing_address_point,missing_address_point
27,24,detail,Urbana,"8,587",,349,gru+parc,2,,no_unique_parcel_inference,none,0,low,no_cadastral_match,,,,missing_components,,,,,,,,,automatic,,,yes,yes,no,"Urbana, Colón",no_ign_match,,,,,,missing_both_points,missing_both_points
28,25,detail,,"30,719",,,gru,1,,no_unique_parcel_inference,none,0,low,no_cadastral_match,,,,missing_components,,,,,,,,,automatic,,,no,yes,no,", Colón",missing_address,,,,,,missing_both_points,missing_both_points
29,26,detail,Urbano,"20,466",,290,gru+parc,2,,no_unique_parcel_inference,none,0,low,no_cadastral_match,,,,missing_components,,,,,,,,,automatic,,,yes,yes,no,"Urbano, Colón",no_ign_match,,,,,,missing_both_points,missing_both_points
30,27,detail,Urbana,"4,339",,107,gru+parc,2,,no_unique_parcel_inference,none,0,low,no_cadastral_match,,,,missing_components,,,,,,,,,automatic,,,yes,yes,no,"Urbana, Colón",no_ign_match,,,,,,missing_both_points,missing_both_points
31,28,detail,Urbana,"20,454",,336,gru+parc,2,,no_unique_parcel_inference,none,0,low,no_cadastral_match,,,,missing_components,,,,,,,,,automatic,,,yes,yes,no,"Urbana, Colón",no_ign_match,,,,,,missing_both_points,missing_both_points
32,29,detail,Periurbana,"32,417",,,gru,1,,no_unique_parcel_inference,none,0,low,no_cadastral_match,,,,missing_components,,,,,,,,,automatic,,,yes,yes,no,"Periurbana, Colón",no_ign_match,,,,,,missing_both_points,missing_both_points
33,30,detail,PeriUrbana,"31,288",,,gru,1,,no_unique_parcel_inference,none,0,low,no_cadastral_match,,,,missing_components,,,,,,,,,automatic,,,yes,yes,no,"PeriUrbana, Colón",no_ign_match,,,,,,missing_both_points,missing_both_points
34,30,detail_continuation,Residencial Norte,"6,394",,174,gru+parc,2,,no_unique_parcel_inference,none,0,low,no_cadastral_match,,,,missing_components,,,,,,,,,automatic,,,yes,yes,no,"Residencial Norte, Colón",no_ign_match,,,,,,missing_both_points,missing_both_points
35,31,detail,,"2,638",,,gru,1,,no_unique_parcel_inference,none,0,low,no_cadastral_match,,,,missing_components,,,,,,,,,automatic,,,no,yes,no,", Colón",missing_address,,,,,,missing_both_points,missing_both_points
36,32,detail,Centro,"10,019",,169,gru+parc,2,,no_unique_parcel_inference,none,0,low,no_cadastral_match,,,,missing_components,,,,,,,,,automatic,,,yes,yes,no,"Centro, Colón",no_ign_match,,,,,,missing_both_points,missing_both_points
37,33,detail,Residencial Norte,"3,579",,688,gru+parc,2,,no_unique_parcel_inference,none,0,low,no_cadastral_match,,,,missing_components,,,,,,,,,automatic,,,yes,yes,no,"Residencial Norte, Colón",no_ign_match,,,,,,missing_both_points,missing_both_points
38,34,detail,URBANA,"2,229",,26,gru+parc,2,,ambiguous_source_components,gru_parc,3,low,ambiguous_match_by_gru_parc,24471,0100010190020000--026--,0100010190020000--026--,matches_source_ncp,19,2,0,26,-58.22561927,-32.30053969,-58.22561927,-32.30053969,automatic,,,yes,yes,no,"URBANA, Colón",no_ign_match,,,,,,missing_address_point,missing_address_point
39,35,detail,Urbana 1,"9,061",,503,gru+parc,2,,no_unique_parcel_inference,none,0,low,no_cadastral_match,,,,missing_components,,,,,,,,,automatic,,,yes,yes,no,"Urbana 1, Colón",no_ign_match,,,,,,missing_both_points,missing_both_points
40,36,detail,Residencial Sur,"7,205",,685,gru+parc,2,,no_unique_parcel_inference,none,0,low,no_cadastral_match,,,,missing_components,,,,,,,,,automatic,,,yes,yes,no,"Residencial Sur, Colón",no_ign_match,,,,,,missing_both_points,missing_both_points
41,37,detail,Núcleo Urbano Ampliado,"20,056",,437,gru+parc,2,,no_unique_parcel_inference,none,0,low,no_cadastral_match,,,,missing_components,,,,,,,,,automatic,,,yes,yes,no,"Núcleo Urbano Ampliado, Colón",no_ign_match,,,,,,missing_both_points,missing_both_points
42,38,detail,Urbana,"4,836",,28,gru+parc,2,0100010170040000--028--,derived_from_source_gru_parc,gru_parc,1,medium,unique_match_by_gru_parc,24623,0100010170040000--028--,0100010170040000--028--,matches_source_ncp,17,4,0,28,-58.16310306,-32.28127247,-58.16310306,-32.28127247,automatic,,,yes,yes,no,"Urbana, Colón",no_ign_match,,,,,,missing_address_point,missing_address_point
43,39,detail,Núcleo Urbano Ampliado,"33,341",,6,gru+parc,2,,no_unique_parcel_inference,none,0,low,no_cadastral_match,,,,missing_components,,,,,,,,,automatic,,,yes,yes,no,"Núcleo Urbano Ampliado, Colón",no_ign_match,,,,,,missing_both_points,missing_both_points
44,40,detail,Urbana,"2,882",,731,gru+parc,2,,no_unique_parcel_inference,none,0,low,no_cadastral_match,,,,missing_components,,,,,,,,,automatic,,,yes,yes,no,"Urbana, Colón",no_ign_match,,,,,,missing_both_points,missing_both_points
45,41,detail,CENTRO,"8,233",,185,gru+parc,2,,no_unique_parcel_inference,none,0,low,no_cadastral_match,,,,missing_components,,,,,,,,,automatic,,,yes,yes,no,"CENTRO, Colón",no_ign_match,,,,,,missing_both_points,missing_both_points
46,42,detail,PeriUrbana,"32,537",,,gru,1,,no_unique_parcel_inference,none,0,low,no_cadastral_match,,,,missing_components,,,,,,,,,automatic,,,yes,yes,no,"PeriUrbana, Colón",no_ign_match,,,,,,missing_both_points,missing_both_points
47,43,detail,PeriUrbana,"34,023",,,gru,1,,no_unique_parcel_inference,none,0,low,no_cadastral_match,,,,missing_components,,,,,,,,,automatic,,,yes,yes,no,"PeriUrbana, Colón",no_ign_match,,,,,,missing_both_points,missing_both_points
48,44,detail,Urbana,"32,146",,,gru,1,,no_unique_parcel_inference,none,0,low,no_cadastral_match,,,,missing_components,,,,,,,,,automatic,,,yes,yes,no,"Urbana, Colón",no_ign_match,,,,,,missing_both_points,missing_both_points
49,45,detail,Urbano,"8,692",,347,gru+parc,2,,no_unique_parcel_inference,none,0,low,no_cadastral_match,,,,missing_components,,,,,,,,,automatic,,,yes,yes,no,"Urbano, Colón",no_ign_match,,,,,,missing_both_points,missing_both_points
50,46,detail,URBANA,"20,850",,249,gru+parc,2,,no_unique_parcel_inference,none,0,low,no_cadastral_match,,,,missing_components,,,,,,,,,automatic,,,yes,yes,no,"URBANA, Colón",no_ign_match,,,,,,missing_both_points,missing_both_points
51,47,detail,Ampliación Actividad Turística Norte,"32,048",,2,gru+parc,2,,no_unique_parcel_inference,none,0,low,no_cadastral_match,,,,missing_components,,,,,,,,,automatic,,,yes,yes,no,"Ampliación Actividad Turística Norte, Colón",no_ign_match,,,,,,missing_both_points,missing_both_points
52,48,detail,Periurbana,"32,136",,,gru,1,,no_unique_parcel_inference,none,0,low,no_cadastral_match,,,,missing_components,,,,,,,,,automatic,,,yes,yes,no,"Periurbana, Colón",no_ign_match,,,,,,missing_both_points,missing_both_points
53,49,detail,Ampliación Actividad Turística Norte,"32,618",,,gru,1,,no_unique_parcel_inference,none,0,low,no_cadastral_match,,,,missing_components,,,,,,,,,automatic,,,yes,yes,no,"Ampliación Actividad Turística Norte, Colón",no_ign_match,,,,,,missing_both_points,missing_both_points
54,50,detail,URBANA,"20,290",,352,gru+parc,2,,no_unique_parcel_inference,none,0,low,no_cadastral_match,,,,missing_components,,,,,,,,,automatic,,,yes,yes,no,"URBANA, Colón",no_ign_match,,,,,,missing_both_points,missing_both_points
55,51,detail,Urbana,"21,120",,464,gru+parc,2,,no_unique_parcel_inference,none,0,low,no_cadastral_match,,,,missing_components,,,,,,,,,automatic,,,yes,yes,no,"Urbana, Colón",no_ign_match,,,,,,missing_both_points,missing_both_points
56,52,detail,Periurbana,"32,602",,,gru,1,,no_unique_parcel_inference,none,0,low,no_cadastral_match,,,,missing_components,,,,,,,,,automatic,,,yes,yes,no,"Periurbana, Colón",no_ign_match,,,,,,missing_both_points,missing_both_points
57,53,detail,Urbana,"21,092",,410,gru+parc,2,,no_unique_parcel_inference,none,0,low,no_cadastral_match,,,,missing_components,,,,,,,,,automatic,,,yes,yes,no,"Urbana, Colón",no_ign_match,,,,,,missing_both_points,missing_both_points
58,54,detail,CENTRO,803,,185,gru+parc,2,,no_unique_parcel_inference,none,0,low,no_cadastral_match,,,,missing_components,,,,,,,,,automatic,,,yes,yes,no,"CENTRO, Colón",no_ign_match,,,,,,missing_both_points,missing_both_points
59,55,detail,Urbana,"2,271",,71,gru+parc,2,0100010170020000--071--,derived_from_source_gru_parc,gru_parc,1,medium,unique_match_by_gru_parc,33835,0100010170020000--071--,0100010170020000--071--,matches_source_ncp,17,2,0,71,-58.15090294,-32.25690669,-58.15090294,-32.25690669,automatic,,,yes,yes,no,"Urbana, Colón",no_ign_match,,,,,,missing_address_point,missing_address_point
60,56,detail,Periurbana,"31,534",,4,gru+parc,2,,no_unique_parcel_inference,none,0,low,no_cadastral_match,,,,missing_components,,,,,,,,,automatic,,,yes,yes,no,"Periurbana, Colón",no_ign_match,,,,,,missing_both_points,missing_both_points
61,57,detail,Urbana,"8,056",,97,gru+parc,2,,no_unique_parcel_inference,none,0,low,no_cadastral_match,,,,missing_components,,,,,,,,,automatic,,,yes,yes,no,"Urbana, Colón",no_ign_match,,,,,,missing_both_points,missing_both_points
62,58,detail,URBANA,"1,156",,118,gru+parc,2,0100010190010000--118--,derived_from_source_gru_parc,gru_parc,1,medium,unique_match_by_gru_parc,36667,0100010190010000--118--,0100010190010000--118--,matches_source_ncp,19,1,0,118,-58.22686254,-32.29174921,-58.22686254,-32.29174921,automatic,,,yes,yes,no,"URBANA, Colón",no_ign_match,,,,,,missing_address_point,missing_address_point
63,59,detail,URBANA,,44,371,manz+parc,2,,no_unique_parcel_inference,none,0,low,no_cadastral_match,,,,missing_components,,,,,,,,,automatic,,,yes,yes,no,"URBANA, Colón",no_ign_match,,,,,,missing_both_points,missing_both_points
64,60,detail,URBANA,"3,221",,59,gru+parc,2,0100010170030000--059--,derived_from_source_gru_parc,gru_parc,1,medium,unique_match_by_gru_parc,35156,0100010170030000--059--,0100010170030000--059--,matches_source_ncp,17,3,0,59,-58.15160657,-32.26714790,-58.15160657,-32.26714790,automatic,,,yes,yes,no,"URBANA, Colón",no_ign_match,,,,,,missing_address_point,missing_address_point
65,61,detail,CENTRO,323,,172,gru+parc,2,,no_unique_parcel_inference,none,0,low,no_cadastral_match,,,,missing_components,,,,,,,,,automatic,,,yes,yes,no,"CENTRO, Colón",no_ign_match,,,,,,missing_both_points,missing_both_points
66,62,detail,URBANA,"20,336",,337,gru+parc,2,,no_unique_parcel_inference,none,0,low,no_cadastral_match,,,,missing_components,,,,,,,,,automatic,,,yes,yes,no,"URBANA, Colón",no_ign_match,,,,,,missing_both_points,missing_both_points
67,63,detail,Urbana,"8,515",,429,gru+parc,2,,no_unique_parcel_inference,none,0,low,no_cadastral_match,,,,missing_components,,,,,,,,,automatic,,,yes,yes,no,"Urbana, Colón",no_ign_match,,,,,,missing_both_points,missing_both_points
68,64,detail,Centro,349,,211,gru+parc,2,,no_unique_parcel_inference,none,0,low,no_cadastral_match,,,,missing_components,,,,,,,,,automatic,,,yes,yes,no,"Centro, Colón",no_ign_match,,,,,,missing_both_points,missing_both_points
69,65,detail,Periurbana,"32,387",,14,gru+parc,2,,no_unique_parcel_inference,none,0,low,no_cadastral_match,,,,missing_components,,,,,,,,,automatic,,,yes,yes,no,"Periurbana, Colón",no_ign_match,,,,,,missing_both_points,missing_both_points
70,66,detail,URBANA,"31,609",,6,gru+parc,2,,no_unique_parcel_inference,none,0,low,no_cadastral_match,,,,missing_components,,,,,,,,,automatic,,,yes,yes,no,"URBANA, Colón",no_ign_match,,,,,,missing_both_points,missing_both_points
71,67,detail,URBANA,"1,730",,194,gru+parc,2,,no_unique_parcel_inference,none,0,low,no_cadastral_match,,,,missing_components,,,,,,,,,automatic,,,yes,yes,no,"URBANA, Colón",no_ign_match,,,,,,missing_both_points,missing_both_points
72,68,detail,PeriUrbana,"34,088",,4,gru+parc,2,,ambiguous_source_components,gru_parc,2,low,ambiguous_match_by_gru_parc,33677,0100011010340326--004--,0100011010340326--004--,matches_source_ncp,101,34,326,4,-58.16072455,-32.22647344,-58.16072455,-32.22647344,automatic,,,yes,yes,no,"PeriUrbana, Colón",no_ign_match,,,,,,missing_address_point,missing_address_point
73,69,detail,URBANA,"21,073",,654,gru+parc,2,,no_unique_parcel_inference,none,0,low,no_cadastral_match,,,,missing_components,,,,,,,,,automatic,,,yes,yes,no,"URBANA, Colón",no_ign_match,,,,,,missing_both_points,missing_both_points
74,70,detail,URBANA,"3,018",,652,gru+parc,2,,no_unique_parcel_inference,none,0,low,no_cadastral_match,,,,missing_components,,,,,,,,,automatic,,,yes,yes,no,"URBANA, Colón",no_ign_match,,,,,,missing_both_points,missing_both_points
75,71,detail,Urbana,549,,36,gru+parc,2,,no_unique_parcel_inference,none,0,low,no_cadastral_match,,,,missing_components,,,,,,,,,automatic,,,yes,yes,no,"Urbana, Colón",no_ign_match,,,,,,missing_both_points,missing_both_points
76,72,detail,CENTRO,914,,145,gru+parc,2,,no_unique_parcel_inference,none,0,low,no_cadastral_match,,,,missing_components,,,,,,,,,automatic,,,yes,yes,no,"CENTRO, Colón",no_ign_match,,,,,,missing_both_points,missing_both_points
77,73,detail,URBANA,"32,284",,2,gru+parc,2,,no_unique_parcel_inference,none,0,low,no_cadastral_match,,,,missing_components,,,,,,,,,automatic,,,yes,yes,no,"URBANA, Colón",no_ign_match,,,,,,missing_both_points,missing_both_points
78,74,detail,PERIURBANA,"32,504",,,gru,1,,no_unique_parcel_inference,none,0,low,no_cadastral_match,,,,missing_components,,,,,,,,,automatic,,,yes,yes,no,"PERIURBANA, Colón",no_ign_match,,,,,,missing_both_points,missing_both_points
79,76,detail,PERIURBANA,"33,849",,8,gru+parc,2,,no_unique_parcel_inference,none,0,low,no_cadastral_match,,,,missing_components,,,,,,,,,automatic,,,yes,yes,no,"PERIURBANA, Colón",no_ign_match,,,,,,missing_both_points,missing_both_points
80,75,detail,URBANA,"32,469",,8,gru+parc,2,,no_unique_parcel_inference,none,0,low,no_cadastral_match,,,,missing_components,,,,,,,,,automatic,,,yes,yes,no,"URBANA, Colón",no_ign_match,,,,,,missing_both_points,missing_both_points
81,77,detail,Centro,"7,275",,161,gru+parc,2,,no_unique_parcel_inference,none,0,low,no_cadastral_match,,,,missing_components,,,,,,,,,automatic,,,yes,yes,no,"Centro, Colón",no_ign_match,,,,,,missing_both_points,missing_both_points
82,78,detail,URBANA,"8,500",,341,gru+parc,2,,no_unique_parcel_inference,none,0,low,no_cadastral_match,,,,missing_components,,,,,,,,,automatic,,,yes,yes,no,"URBANA, Colón",no_ign_match,,,,,,missing_both_points,missing_both_points
83,79,detail,Periurbana,"32,651",,4,gru+parc,2,,no_unique_parcel_inference,none,0,low,no_cadastral_match,,,,missing_components,,,,,,,,,automatic,,,yes,yes,no,"Periurbana, Colón",no_ign_match,,,,,,missing_both_points,missing_both_points
84,80,detail,Centro,"3,135",,72,gru+parc,2,0100010170030000--072--,derived_from_source_gru_parc,gru_parc,1,medium,unique_match_by_gru_parc,36076,0100010170030000--072--,0100010170030000--072--,matches_source_ncp,17,3,0,72,-58.14953305,-32.26745218,-58.14953305,-32.26745218,automatic,,,yes,yes,no,"Centro, Colón",no_ign_match,,,,,,missing_address_point,missing_address_point
85,81,detail,Periurbana,"32,669",,2,gru+parc,2,,no_unique_parcel_inference,none,0,low,no_cadastral_match,,,,missing_components,,,,,,,,,automatic,,,yes,yes,no,"Periurbana, Colón",no_ign_match,,,,,,missing_both_points,missing_both_points
86,83,detail,Urbana,"3,368",,373,gru+parc,2,,no_unique_parcel_inference,none,0,low,no_cadastral_match,,,,missing_components,,,,,,,,,automatic,,,yes,yes,no,"Urbana, Colón",no_ign_match,,,,,,missing_both_points,missing_both_points
87,82,detail,Industrial,"33,977",,,gru,1,,no_unique_parcel_inference,none,0,low,no_cadastral_match,,,,missing_components,,,,,,,,,automatic,,,yes,yes,no,"Industrial, Colón",no_ign_match,,,,,,missing_both_points,missing_both_points
88,84,detail,Centro,220,,7,gru+parc,2,,no_unique_parcel_inference,none,0,low,no_cadastral_match,,,,missing_components,,,,,,,,,automatic,,,yes,yes,no,"Centro, Colón",no_ign_match,,,,,,missing_both_points,missing_both_points
89,88,detail,Urbana,"2,807",,476,gru+parc,2,,no_unique_parcel_inference,none,0,low,no_cadastral_match,,,,missing_components,,,,,,,,,automatic,,,yes,yes,no,"Urbana, Colón",no_ign_match,,,,,,missing_both_points,missing_both_points
90,87,detail,Urbana,"31,770",,1,gru+parc,2,,no_unique_parcel_inference,none,0,low,no_cadastral_match,,,,missing_components,,,,,,,,,automatic,,,yes,yes,no,"Urbana, Colón",no_ign_match,,,,,,missing_both_points,missing_both_points
91,85,detail,URBANA,"31,611",,6,gru+parc,2,,no_unique_parcel_inference,none,0,low,no_cadastral_match,,,,missing_components,,,,,,,,,automatic,,,yes,yes,no,"URBANA, Colón",no_ign_match,,,,,,missing_both_points,missing_both_points
92,86,detail,Urbana,754,,65,gru+parc,2,,no_unique_parcel_inference,none,0,low,no_cadastral_match,,,,missing_components,,,,,,,,,automatic,,,yes,yes,no,"Urbana, Colón",no_ign_match,,,,,,missing_both_points,missing_both_points
93,89,detail,Prioridad Turística,"2,049",,747,gru+parc,2,,no_unique_parcel_inference,none,0,low,no_cadastral_match,,,,missing_components,,,,,,,,,automatic,,,yes,yes,no,"Prioridad Turística, Colón",no_ign_match,,,,,,missing_both_points,missing_both_points
94,90,detail,Urbano,"4,151",,778,gru+parc,2,,no_unique_parcel_inference,none,0,low,no_cadastral_match,,,,missing_components,,,,,,,,,automatic,,,yes,yes,no,"Urbano, Colón",no_ign_match,,,,,,missing_both_points,missing_both_points
95,91,detail,Urbana 2,"32,330",,10,gru+parc,2,,no_unique_parcel_inference,none,0,low,no_cadastral_match,,,,missing_components,,,,,,,,,automatic,,,yes,yes,no,"Urbana 2, Colón",no_ign_match,,,,,,missing_both_points,missing_both_points
96,92,detail,Urbana,"34,030",,4,gru+parc,2,,ambiguous_source_components,gru_parc,2,low,ambiguous_match_by_gru_parc,33677,0100011010340326--004--,0100011010340326--004--,matches_source_ncp,101,34,326,4,-58.16072455,-32.22647344,-58.16072455,-32.22647344,automatic,,,yes,yes,no,"Urbana, Colón",no_ign_match,,,,,,missing_address_point,missing_address_point
97,93,detail,Urbana,"7,701",,757,gru+parc,2,,no_unique_parcel_inference,none,0,low,no_cadastral_match,,,,missing_components,,,,,,,,,automatic,,,yes,yes,no,"Urbana, Colón",no_ign_match,,,,,,missing_both_points,missing_both_points
98,94,detail,PeriUrbana,"31,431",,4,gru+parc,2,,no_unique_parcel_inference,none,0,low,no_cadastral_match,,,,missing_components,,,,,,,,,automatic,,,yes,yes,no,"PeriUrbana, Colón",no_ign_match,,,,,,missing_both_points,missing_both_points
99,95,detail,PERIURBANA,"33,564",,,gru,1,,no_unique_parcel_inference,none,0,low,no_cadastral_match,,,,missing_components,,,,,,,,,automatic,,,yes,yes,no,"PERIURBANA, Colón",no_ign_match,,,,,,missing_both_points,missing_both_points
100,96,detail,CHACRAS,"31,201",,,gru,1,,no_unique_parcel_inference,none,0,low,no_cadastral_match,,,,missing_components,,,,,,,,,automatic,,,yes,yes,no,"CHACRAS, Colón",no_ign_match,,,,,,missing_both_points,missing_both_points
101,97,detail,Urbana,"20,641",,356,gru+parc,2,,no_unique_parcel_inference,none,0,low,no_cadastral_match,,,,missing_components,,,,,,,,,automatic,,,yes,yes,no,"Urbana, Colón",no_ign_match,,,,,,missing_both_points,missing_both_points
102,98,detail,URBANA,"7,502",,686,gru+parc,2,,no_unique_parcel_inference,none,0,low,no_cadastral_match,,,,missing_components,,,,,,,,,automatic,,,yes,yes,no,"URBANA, Colón",no_ign_match,,,,,,missing_both_points,missing_both_points
103,99,detail,Urbana,"20,834",,352,gru+parc,2,,no_unique_parcel_inference,none,0,low,no_cadastral_match,,,,missing_components,,,,,,,,,automatic,,,yes,yes,no,"Urbana, Colón",no_ign_match,,,,,,missing_both_points,missing_both_points
