source_row_number,legajo_canonico,row_kind,raw_ubicacion,raw_concesion,raw_manzana,raw_parcela,source_component_profile,source_component_count,source_ncp_derived,source_ncp_derivation_status,match_method,match_count,confidence,reason,parcela_id,ncp,ncp_formatted,ncp_format_status,sec,gru,nmanz,nparc,lon,lat,auto_lon,auto_lat,geolocation_source,admin_override_reason,admin_override_updated_at,postal_address_available,cadastral_reference_available,dual_verification_ready,address_query,address_geocode_status,address_match_name,address_lon,address_lat,address_vs_auto_cadastral_distance_m,address_vs_cadastral_distance_m,auto_location_verification_status,location_verification_status
15,14,detail,Craviotto N.º 1111 e/ Las Piedras y M. Rebord,40,364,5,gru+manz+parc,3,0100011020400364--005--,derived_from_source_gru_manz_parc,gru_manz_parc,1,high,unique_match_by_gru_manz_parc,32955,0100011020400364--005--,0100011020400364--005--,matches_source_ncp,102,40,364,5,-58.14708228,-32.23653515,-58.14708228,-32.23653515,automatic,,,yes,yes,no,"Craviotto N.º 1111 e/ Las Piedras y M. Rebord, Colón",no_ign_match,,,,,,missing_address_point,missing_address_point
16,15,detail,Calle Colibrí s/N° e/ Ruta N° 135 y Calle Pública (Loteo BESSON),268,1,13,gru+manz+parc,3,0100010112680001--013--,derived_from_source_gru_manz_parc,gru_manz_parc,1,high,unique_match_by_gru_manz_parc,35728,0100010112680001--013--,0100010112680001--013--,matches_source_ncp,11,268,1,13,-58.17356770,-32.24139680,-58.17356770,-32.24139680,automatic,,,yes,yes,no,"Calle Colibrí ° e/ Ruta 135 y Calle Pública Loteo BESSON, Colón",no_ign_match,,,,,,missing_address_point,missing_address_point
18,17,detail,Araujo Penón N° 367 e/ Bvard Gaillard y Rocamora,34,351,6,gru+manz+parc,3,0100011010340351--006--,derived_from_source_gru_manz_parc,gru_manz_parc,1,high,unique_match_by_gru_manz_parc,35378,0100011010340351--006--,0100011010340351--006--,matches_source_ncp,101,34,351,6,-58.15890223,-32.22689654,-58.15890223,-32.22689654,automatic,,,yes,yes,yes,"Rocamora 367, Colón",matched_ign,"TOMAS DE ROCAMORA 367, Colón, Entre Ríos",-58.14572028,-32.21668449,1681.39,1681.39,review_large_gap,review_large_gap
19,18,detail,Santa Cruz N.º 375 e/ Rocamora y Bvard. Gaillard,62,434,2,gru+manz+parc,3,0100011010620434--002--,derived_from_source_gru_manz_parc,gru_manz_parc,1,high,unique_match_by_gru_manz_parc,32521,0100011010620434--002--,0100011010620434--002--,matches_source_ncp,101,62,434,2,-58.15619841,-32.22475117,-58.15619841,-32.22475117,automatic,,,yes,yes,yes,"Gaillard 375, Colón",matched_ign,"AMILCAR GAILLARD 375, Colón, Entre Ríos",-58.14516473,-32.21749452,1314.69,1314.69,review_large_gap,review_large_gap
20,19,detail,Combatiente de Malvinas N° 130,,801,10,manz+parc,2,0100010000000801--010--,derived_from_source_manz_parc,manz_parc,1,medium,unique_match_by_manz_parc,31772,0100010000000801--010--,0100010000000801--010--,matches_source_ncp,0,0,801,10,-58.14367880,-32.21164941,-58.14367880,-32.21164941,automatic,,,yes,yes,yes,"Combatiente de Malvinas 130, Colón",matched_ign,"COMBATIENTES DE MALVINAS 130, Colón, Entre Ríos",-58.14386941,-32.21158572,19.28,19.28,verified_close,verified_close
21,20,detail,Calle Pública s/Nº,327,3,18,gru+manz+parc,3,0100010123270003--018--,derived_from_source_gru_manz_parc,gru_manz_parc,1,high,unique_match_by_gru_manz_parc,35087,0100010123270003--018--,0100010123270003--018--,matches_source_ncp,12,327,3,18,-58.16117710,-32.23040484,-58.16117710,-32.23040484,automatic,,,yes,yes,no,"Calle Pública º, Colón",no_ign_match,,,,,,missing_address_point,missing_address_point
22,21,detail,"Ramírez N° 145, esq. Gouchón",,19,15,manz+parc,2,0100010000000019--015--,derived_from_source_manz_parc,manz_parc,1,medium,unique_match_by_manz_parc,28194,0100010000000019--015--,0100010000000019--015--,matches_source_ncp,0,0,19,15,-58.14874732,-32.22526261,-58.14874732,-32.22526261,automatic,,,yes,yes,yes,"Ramírez 145, Colón",matched_ign,"RAMIREZ 145, Colón, Entre Ríos",-58.14893399,-32.22534737,19.93,19.93,verified_close,verified_close
24,23,detail,Calle Pública s/N° (Loteo Papurello),223,3,4,gru+manz+parc,3,0100010162230003--004--,derived_from_source_gru_manz_parc,gru_manz_parc,1,high,unique_match_by_gru_manz_parc,33266,0100010162230003--004--,0100010162230003--004--,matches_source_ncp,16,223,3,4,-58.18338511,-32.25621902,-58.18338511,-32.25621902,automatic,,,yes,yes,no,"Calle Pública ° Loteo Papurello, Colón",no_ign_match,,,,,,missing_address_point,missing_address_point
26,25,detail,Avda Paysandú N.º 1198 esq. Araujo Penón,,352,6,manz+parc,2,0100011010340352--006--,derived_from_source_manz_parc,manz_parc,1,medium,unique_match_by_manz_parc,32919,0100011010340352--006--,0100011010340352--006--,matches_source_ncp,101,34,352,6,-58.15999107,-32.22590445,-58.15999107,-32.22590445,automatic,,,yes,yes,yes,"Paysandú 1198, Colón",matched_ign,"AV PAYSANDU 1198, Colón, Entre Ríos",-58.16021363,-32.22582776,22.61,22.61,verified_close,verified_close
27,26,detail,"Rocamora N.º 803 y Ramírez N.º 406, 410",,529,6,manz+parc,2,0100010000000529--006--,derived_from_source_manz_parc,manz_parc,1,medium,unique_match_by_manz_parc,29525,0100010000000529--006--,0100010000000529--006--,matches_source_ncp,0,0,529,6,-58.15291860,-32.22155790,-58.15291860,-32.22155790,automatic,,,yes,yes,no,"Rocamora N.º 803 y Ramírez N.º 406, 410, Colón",no_ign_match,,,,,,missing_address_point,missing_address_point
28,27,detail,Bolívar N° 180,,184,20,manz+parc,2,0100010000000184--020--,derived_from_source_manz_parc,manz_parc,1,medium,unique_match_by_manz_parc,30428,0100010000000184--020--,0100010000000184--020--,matches_source_ncp,0,0,184,20,-58.13808731,-32.21894392,-58.13808731,-32.21894392,automatic,,,yes,yes,yes,"Bolívar 180, Colón",matched_ign,"BOLIVAR 180, Colón, Entre Ríos",-58.13817860,-32.21877319,20.84,20.84,verified_close,verified_close
29,28,detail,Calle Pública s/N° (Loteo San Juan),111,6,1,gru+manz+parc,3,0100010151110006--001--,derived_from_source_gru_manz_parc,gru_manz_parc,1,high,unique_match_by_gru_manz_parc,35067,0100010151110006--001--,0100010151110006--001--,matches_source_ncp,15,111,6,1,-58.20860831,-32.26909530,-58.20860831,-32.26909530,automatic,,,yes,yes,no,"Calle Pública ° Loteo San Juan, Colón",no_ign_match,,,,,,missing_address_point,missing_address_point
31,30,detail,Chacabuco N° 155 esquina 3 de Febrero,,181,6,manz+parc,2,0100010000000181--006--,derived_from_source_manz_parc,manz_parc,1,medium,unique_match_by_manz_parc,30988,0100010000000181--006--,0100010000000181--006--,matches_source_ncp,0,0,181,6,-58.13940524,-32.21691821,-58.13940524,-32.21691821,automatic,,,yes,yes,yes,"Febrero 155, Colón",matched_ign,"3 DE FEBRERO 155, Colón, Entre Ríos",-58.13850631,-32.21757882,112.02,112.02,verified_nearby,verified_nearby
32,31,detail,Calle Pública s/N°,181,2,4,gru+manz+parc,3,0100010151810002--004--,derived_from_source_gru_manz_parc,gru_manz_parc,1,high,unique_match_by_gru_manz_parc,35386,0100010151810002--004--,0100010151810002--004--,matches_source_ncp,15,181,2,4,-58.19509494,-32.25592699,-58.19509494,-32.25592699,automatic,,,yes,yes,no,"Calle Pública °, Colón",no_ign_match,,,,,,missing_address_point,missing_address_point
33,519657,detail,Luís Federico Leloir N.º e/J. M. de Rosas y Artalaz (Loteo Heis de Bogado),354,,89,gru+parc,2,0100010063540000--089--,derived_from_source_gru_parc,gru_parc,1,medium,unique_match_by_gru_parc,36754,0100010063540000--089--,0100010063540000--089--,matches_source_ncp,6,354,0,89,-58.16012735,-32.21089409,-58.16012735,-32.21089409,automatic,,,yes,yes,no,"Luís Federico Leloir N.º esq J. M. de Rosas y Artalaz Loteo Heis de Bogado, Colón",no_ign_match,,,,,,missing_address_point,missing_address_point
34,32,detail,Tratado del Pilar N.º 226,,755,17,manz+parc,2,0100010000000755--017--,derived_from_source_manz_parc,manz_parc,1,medium,unique_match_by_manz_parc,31729,0100010000000755--017--,0100010000000755--017--,matches_source_ncp,0,0,755,17,-58.14602857,-32.21220718,-58.14602857,-32.21220718,automatic,,,yes,yes,yes,"Pilar 226, Colón",matched_ign,"TRATADO DEL PILAR 226, Colón, Entre Ríos",-58.14623537,-32.21202775,27.87,27.87,verified_close,verified_close
35,33,detail,Cabo Pereyra N° 226,326,16,6,gru+manz+parc,3,0100010123260016--006--,derived_from_source_gru_manz_parc,gru_manz_parc,1,high,unique_match_by_gru_manz_parc,36837,0100010123260016--006--,0100010123260016--006--,matches_source_ncp,12,326,16,6,-58.15949220,-32.23066985,-58.15949220,-32.23066985,automatic,,,yes,yes,yes,"Cabo Pereyra 226, Colón",matched_ign,"CABO 1RO C PEREYRA 226, Colón, Entre Ríos",-58.15929672,-32.23067696,18.40,18.40,verified_close,verified_close
36,34,detail,San Martín N° 1211,,319,5,manz+parc,2,0100010000000319--005--,derived_from_source_manz_parc,manz_parc,1,medium,unique_match_by_manz_parc,25833,0100010000000319--005--,0100010000000319--005--,matches_source_ncp,0,0,319,5,-58.15486189,-32.23169353,-58.15486189,-32.23169353,automatic,,,yes,yes,yes,"San Martín 1211, Colón",matched_ign,"AV SAN MARTIN 1211, Colón, Entre Ríos",-58.15461268,-32.23183751,28.39,28.39,verified_close,verified_close
37,35,detail,Los Bretes,3,8,11,gru+manz+parc,3,0100010170030008--011--,derived_from_source_gru_manz_parc,gru_manz_parc,1,high,unique_match_by_gru_manz_parc,36906,0100010170030008--011--,0100010170030008--011--,matches_source_ncp,17,3,8,11,-58.12939880,-32.24404524,-58.12939880,-32.24404524,automatic,,,yes,yes,no,"Los Bretes, Colón",no_ign_match,,,,,,missing_address_point,missing_address_point
38,36,detail,Rocamora N° 819,,529,8,manz+parc,2,0100010000000529--008--,derived_from_source_manz_parc,manz_parc,1,medium,unique_match_by_manz_parc,29495,0100010000000529--008--,0100010000000529--008--,matches_source_ncp,0,0,529,8,-58.15313547,-32.22165600,-58.15313547,-32.22165600,automatic,,,yes,yes,yes,"Rocamora 819, Colón",matched_ign,"TOMAS DE ROCAMORA 819, Colón, Entre Ríos",-58.15290328,-32.22185997,31.49,31.49,verified_close,verified_close
39,37,detail,Bolívar N.º 724,,37,16,manz+parc,2,0100010000000037--016--,derived_from_source_manz_parc,manz_parc,1,medium,unique_match_by_manz_parc,28190,0100010000000037--016--,0100010000000037--016--,matches_source_ncp,0,0,37,16,-58.14683239,-32.22521275,-58.14683239,-32.22521275,automatic,,,yes,yes,yes,"Bolívar 724, Colón",matched_ign,"BOLIVAR 724, Colón, Entre Ríos",-58.14696809,-32.22506808,20.54,20.54,verified_close,verified_close
40,38,detail,Agustín Craviotto N° 1208,26,309,3,gru+manz+parc,3,0100011020260309--003--,derived_from_source_gru_manz_parc,gru_manz_parc,1,high,unique_match_by_gru_manz_parc,36199,0100011020260309--003--,0100011020260309--003--,matches_source_ncp,102,26,309,3,-58.14856822,-32.23810366,-58.14856822,-32.23810366,automatic,,,yes,yes,no,"Agustín Craviotto 1208, Colón",no_ign_match,,,,,,missing_address_point,missing_address_point
41,39,detail,"Artigas N.º 211, esq. Reibel",,105,1,manz+parc,2,0100010000000105--001--,derived_from_source_manz_parc,manz_parc,1,medium,unique_match_by_manz_parc,28084,0100010000000105--001--,0100010000000105--001--,matches_source_ncp,0,0,105,1,-58.13962840,-32.22541158,-58.13962840,-32.22541158,automatic,,,yes,yes,yes,"Artigas 211, Colón",matched_ign,"JOSE G ARTIGAS 211, Colón, Entre Ríos",-58.13873319,-32.22613291,116.30,116.30,verified_nearby,verified_nearby
42,40,detail,"Bvard. Ferrari N° 1101, 1103",41,365,2,gru+manz+parc,3,0100011020410365--002--,derived_from_source_gru_manz_parc,gru_manz_parc,1,high,unique_match_by_gru_manz_parc,25221,0100011020410365--002--,0100011020410365--002--,matches_source_ncp,102,41,365,2,-58.14771012,-32.23570750,-58.14771012,-32.23570750,automatic,,,yes,yes,yes,"Boulevard Ferrari 1101, Colón",matched_ign,"BV FERRARI 1101, Colón, Entre Ríos",-58.14738077,-32.23581340,33.14,33.14,verified_close,verified_close
43,41,detail,"Gouchón N° 667, 669",,46,8,manz+parc,2,0100010000000046--008--,derived_from_source_manz_parc,manz_parc,1,medium,unique_match_by_manz_parc,28697,0100010000000046--008--,0100010000000046--008--,matches_source_ncp,0,0,46,8,-58.14685743,-32.22352874,-58.14685743,-32.22352874,automatic,,,yes,yes,yes,"Gouchón 667, Colón",matched_ign,"EMILIO GOUCHON 667, Colón, Entre Ríos",-58.14669267,-32.22364095,19.90,19.90,verified_close,verified_close
44,42,detail,Calle Paraiso s/N° (Loteo Ayres de 1872),247,4,3,gru+manz+parc,3,0100010112470004--003--,derived_from_source_gru_manz_parc,gru_manz_parc,1,high,unique_match_by_gru_manz_parc,37061,0100010112470004--003--,0100010112470004--003--,matches_source_ncp,11,247,4,3,-58.18170225,-32.24445450,-58.18170225,-32.24445450,automatic,,,yes,yes,no,"Calle Paraiso ° Loteo Ayres de 1872, Colón",no_ign_match,,,,,,missing_address_point,missing_address_point
46,44,detail,Chacabuco N.º 875,,511,4,manz+parc,2,0100010000000511--004--,derived_from_source_manz_parc,manz_parc,1,medium,unique_match_by_manz_parc,28157,0100010000000511--004--,0100010000000511--004--,matches_source_ncp,0,0,511,4,-58.15117496,-32.22535629,-58.15117496,-32.22535629,automatic,,,yes,yes,yes,"Chacabuco 875, Colón",matched_ign,"CHACABUCO 875, Colón, Entre Ríos",-58.15097859,-32.22551142,25.27,25.27,verified_close,verified_close
47,45,detail,Emilio Gouchón N.º 479,,98,9,manz+parc,2,0100010000000098--009--,derived_from_source_manz_parc,manz_parc,1,medium,unique_match_by_manz_parc,33951,0100010000000098--009--,0100010000000098--009--,matches_source_ncp,0,0,98,9,-58.14416002,-32.22154071,-58.14416002,-32.22154071,automatic,,,yes,yes,no,"Emilio Gouchón N.º 479, Colón",no_ign_match,,,,,,missing_address_point,missing_address_point
48,46,detail,María Isabel Fernández N° 141,,276,12,manz+parc,2,0100010000000276--012--,derived_from_source_manz_parc,manz_parc,1,medium,unique_match_by_manz_parc,34264,0100010000000276--012--,0100010000000276--012--,matches_source_ncp,0,0,276,12,-58.15405272,-32.23529320,-58.15405272,-32.23529320,automatic,,,yes,yes,no,"María Isabel Fernández 141, Colón",no_ign_match,,,,,,missing_address_point,missing_address_point
49,47,detail,Calle Salsipuedes s/N°,327,8,5,gru+manz+parc,3,0100010123270008--005--,derived_from_source_gru_manz_parc,gru_manz_parc,1,high,unique_match_by_gru_manz_parc,37139,0100010123270008--005--,0100010123270008--005--,matches_source_ncp,12,327,8,5,-58.16434456,-32.23004117,-58.16434456,-32.23004117,automatic,,,yes,yes,no,"Calle Salsipuedes °, Colón",no_ign_match,,,,,,missing_address_point,missing_address_point
50,48,detail,Reibel N° e/ Leguizamón y Monteagudo,,26,19,manz+parc,2,0100010000000026--019--,derived_from_source_manz_parc,manz_parc,1,medium,unique_match_by_manz_parc,26450,0100010000000026--019--,0100010000000026--019--,matches_source_ncp,0,0,26,19,-58.14383243,-32.22979108,-58.14383243,-32.22979108,automatic,,,yes,yes,no,"Reibel e/ Leguizamón y Monteagudo, Colón",no_ign_match,,,,,,missing_address_point,missing_address_point
51,49,detail,Calle Pública s/N°,327,6,2,gru+manz+parc,3,0100010123270006--002--,derived_from_source_gru_manz_parc,gru_manz_parc,1,high,unique_match_by_gru_manz_parc,33751,0100010123270006--002--,0100010123270006--002--,matches_source_ncp,12,327,6,2,-58.16489724,-32.23146535,-58.16489724,-32.23146535,automatic,,,yes,yes,no,"Calle Pública °, Colón",no_ign_match,,,,,,missing_address_point,missing_address_point
52,50,detail,Calle Pública s/N°,310,2,33,gru+manz+parc,3,0100010113100002--033--,derived_from_source_gru_manz_parc,gru_manz_parc,1,high,unique_match_by_gru_manz_parc,37057,0100010113100002--033--,0100010113100002--033--,matches_source_ncp,11,310,2,33,-58.16699284,-32.22912135,-58.16699284,-32.22912135,automatic,,,yes,yes,no,"Calle Pública °, Colón",no_ign_match,,,,,,missing_address_point,missing_address_point
54,52,detail,3 de Febrero N° 319 e/ Paso de los Andes y Bvard Gaillard,,206,7,manz+parc,2,0100010000000206--007--,derived_from_source_manz_parc,manz_parc,1,medium,unique_match_by_manz_parc,31391,0100010000000206--007--,0100010000000206--007--,matches_source_ncp,0,0,206,7,-58.14070662,-32.21506120,-58.14070662,-32.21506120,automatic,,,yes,yes,yes,"Gaillard 319, Colón",matched_ign,"AMILCAR GAILLARD 319, Colón, Entre Ríos",-58.14419900,-32.21680754,381.64,381.64,review_medium_gap,review_medium_gap
55,53,detail,Celia Pellenc N° 124,,482,3,manz+parc,2,0100010000000482--003--,derived_from_source_manz_parc,manz_parc,1,medium,unique_match_by_manz_parc,27667,0100010000000482--003--,0100010000000482--003--,matches_source_ncp,0,0,482,3,-58.15045164,-32.22697521,-58.15045164,-32.22697521,automatic,,,yes,yes,yes,"Celia Pellenc 124, Colón",matched_ign,"CELIA PELLENC 124, Colón, Entre Ríos",-58.15031792,-32.22688990,15.75,15.75,verified_close,verified_close
56,54,detail,Padre Duce N° 104,,299,4,manz+parc,2,0100010000000299--004--,derived_from_source_manz_parc,manz_parc,1,medium,unique_match_by_manz_parc,25879,0100010000000299--004--,0100010000000299--004--,matches_source_ncp,0,0,299,4,-58.15633641,-32.23157257,-58.15633641,-32.23157257,automatic,,,yes,yes,no,"Padre Duce 104, Colón",no_ign_match,,,,,,missing_address_point,missing_address_point
57,55,detail,Cabo Pereyra N° ..,327,11,3,gru+manz+parc,3,0100010123270011--003--,derived_from_source_gru_manz_parc,gru_manz_parc,1,high,unique_match_by_gru_manz_parc,35096,0100010123270011--003--,0100010123270011--003--,matches_source_ncp,12,327,11,3,-58.16098630,-32.22768396,-58.16098630,-32.22768396,automatic,,,yes,yes,no,"Cabo Pereyra ., Colón",no_ign_match,,,,,,missing_address_point,missing_address_point
58,56,detail,Bolívar N° 177,,183,6,manz+parc,2,0100010000000183--006--,derived_from_source_manz_parc,manz_parc,1,medium,unique_match_by_manz_parc,30634,0100010000000183--006--,0100010000000183--006--,matches_source_ncp,0,0,183,6,-58.13827931,-32.21861006,-58.13827931,-32.21861006,automatic,,,yes,yes,yes,"Bolívar 177, Colón",matched_ign,"BOLIVAR 177, Colón, Entre Ríos",-58.13812699,-32.21873608,20.04,20.04,verified_close,verified_close
59,57,detail,12 de Abril N° 385,,129,22,manz+parc,2,0100010000000129--022--,derived_from_source_manz_parc,manz_parc,1,medium,unique_match_by_manz_parc,37049,0100010000000129--022--,0100010000000129--022--,matches_source_ncp,0,0,129,22,-58.14035746,-32.22252276,-58.14035746,-32.22252276,automatic,,,yes,yes,yes,"12 de Abril 385, Colón",matched_ign,"12 DE ABRIL 385, Colón, Entre Ríos",-58.14022472,-32.22270520,23.82,23.82,verified_close,verified_close
60,58,detail,"Ramírez N° 145, esq. Gouchón",,19,15,manz+parc,2,0100010000000019--015--,derived_from_source_manz_parc,manz_parc,1,medium,unique_match_by_manz_parc,28194,0100010000000019--015--,0100010000000019--015--,matches_source_ncp,0,0,19,15,-58.14874732,-32.22526261,-58.14874732,-32.22526261,automatic,,,yes,yes,yes,"Ramírez 145, Colón",matched_ign,"RAMIREZ 145, Colón, Entre Ríos",-58.14893399,-32.22534737,19.93,19.93,verified_close,verified_close
61,59,detail,"M. Moreno N° 831, 833",,6,3,manz+parc,2,,ambiguous_source_components,manz_parc,14,low,ambiguous_match_by_manz_parc,26883,0100010000000006--003--,0100010000000006--003--,matches_source_ncp,0,0,6,3,-58.14638422,-32.22866947,-58.14638422,-32.22866947,automatic,,,yes,yes,no,"Mariano Moreno 831, Colón",matched_ign,"MARIANO MORENO 831, Colón, Entre Ríos",-58.14627231,-32.22882565,20.31,20.31,verified_close,verified_close
62,60,detail,Calle Privada (Ibirá Pita) s/N°,3,2,18,gru+manz+parc,3,0100010170030002--018--,derived_from_source_gru_manz_parc,gru_manz_parc,1,high,unique_match_by_gru_manz_parc,36301,0100010170030002--018--,0100010170030002--018--,matches_source_ncp,17,3,2,18,-58.13411946,-32.24360901,-58.13411946,-32.24360901,automatic,,,yes,yes,no,"Calle Privada Ibirá Pita °, Colón",no_ign_match,,,,,,missing_address_point,missing_address_point
63,61,detail,Monteagudo N° e/ Avda Urquiza y Moreno,,23,10,manz+parc,2,0100010000000023--010--,derived_from_source_manz_parc,manz_parc,1,medium,unique_match_by_manz_parc,27172,0100010000000023--010--,0100010000000023--010--,matches_source_ncp,0,0,23,10,-58.14599186,-32.22806752,-58.14599186,-32.22806752,automatic,,,yes,yes,no,"Monteagudo e/ Avenida Urquiza y Moreno, Colón",no_ign_match,,,,,,missing_address_point,missing_address_point
64,62,detail,12 de Abril N° 383,,129,7,manz+parc,2,0100010000000129--007--,derived_from_source_manz_parc,manz_parc,1,medium,unique_match_by_manz_parc,37048,0100010000000129--007--,0100010000000129--007--,matches_source_ncp,0,0,129,7,-58.14030114,-32.22248311,-58.14030114,-32.22248311,automatic,,,yes,yes,yes,"12 de Abril 383, Colón",matched_ign,"12 DE ABRIL 383, Colón, Entre Ríos",-58.14018768,-32.22267986,24.34,24.34,verified_close,verified_close
65,63,detail,Calle Artalaz s/N°,341,2,8,gru+manz+parc,3,0100010063410002--008--,derived_from_source_gru_manz_parc,gru_manz_parc,1,high,unique_match_by_gru_manz_parc,36970,0100010063410002--008--,0100010063410002--008--,matches_source_ncp,6,341,2,8,-58.16156182,-32.21568974,-58.16156182,-32.21568974,automatic,,,yes,yes,no,"Calle Artalaz °, Colón",no_ign_match,,,,,,missing_address_point,missing_address_point
66,64,detail,Bvard Gaillard esq. Salta N° 346,,42,17,manz+parc,2,0100010000000042--017--,derived_from_source_manz_parc,manz_parc,1,medium,unique_match_by_manz_parc,35404,0100010000000042--017--,0100010000000042--017--,matches_source_ncp,0,0,42,17,-58.15014338,-32.22136567,-58.15014338,-32.22136567,automatic,,,yes,yes,yes,"Salta 346, Colón",matched_ign,"SALTA 346, Colón, Entre Ríos",-58.15003642,-32.22125088,16.25,16.25,verified_close,verified_close
